# access control bulk log — generated
# timezone: Asia/Seoul
2024-07-28T08:18:05+09:00 badge=E-H name=신인턴 auth=badge door=lounge ACTION=PING
2024-07-28T08:18:24+09:00 badge=E-D name=윤사원 auth=badge door=server_room ACTION=DENIED
2024-07-28T08:18:34+09:00 badge=E-A name=김팀장 auth=badge door=office_floor3 ACTION=EXIT
2024-07-28T08:18:38+09:00 badge=E-C name=박신입 auth=badge door=lab ACTION=PING
2024-07-28T08:18:39+09:00 badge=E-E name=정대리 auth=badge door=parking ACTION=EXIT
2024-07-28T08:18:53+09:00 badge=E-I name=배수석 auth=badge door=lobby ACTION=ENTER
2024-07-28T08:18:54+09:00 badge=E-B name=이대리 auth=badge door=lobby ACTION=ENTER
2024-07-28T08:19:15+09:00 badge=E-C name=박신입 auth=badge door=parking ACTION=DENIED
2024-07-28T08:19:20+09:00 badge=E-A name=김팀장 auth=badge door=office_floor3 ACTION=EXIT
2024-07-28T08:19:28+09:00 badge=E-A name=김팀장 auth=badge door=lounge ACTION=EXIT
2024-07-28T08:19:31+09:00 badge=E-F name=한과장 auth=badge door=lab ACTION=DENIED
2024-07-28T08:19:35+09:00 badge=E-B name=이대리 auth=badge door=server_room ACTION=ENTER
2024-07-28T08:19:56+09:00 badge=E-E name=정대리 auth=badge door=office_floor3 ACTION=PING
2024-07-28T08:19:58+09:00 badge=E-C name=박신입 auth=badge door=server_room ACTION=ENTER
2024-07-28T08:20:10+09:00 badge=E-A name=김팀장 auth=badge door=lounge ACTION=ENTER
2024-07-28T08:20:16+09:00 badge=E-E name=정대리 auth=badge door=lounge ACTION=ENTER
2024-07-28T08:20:31+09:00 badge=E-D name=윤사원 auth=badge door=lab ACTION=EXIT
2024-07-28T08:20:34+09:00 badge=E-F name=한과장 auth=badge door=parking ACTION=PING
2024-07-28T08:20:41+09:00 badge=E-C name=박신입 auth=badge door=lobby ACTION=DENIED
2024-07-28T08:20:46+09:00 badge=E-F name=한과장 auth=badge door=lab ACTION=ENTER
2024-07-28T08:20:50+09:00 badge=E-J name=조연구원 auth=badge door=parking ACTION=DENIED
2024-07-28T08:21:06+09:00 badge=E-D name=윤사원 auth=badge door=server_room ACTION=DENIED
2024-07-28T08:21:07+09:00 badge=E-H name=신인턴 auth=badge door=office_floor3 ACTION=PING
2024-07-28T08:21:13+09:00 badge=E-J name=조연구원 auth=badge door=server_room ACTION=DENIED
2024-07-28T08:21:19+09:00 badge=E-I name=배수석 auth=badge door=lounge ACTION=DENIED
2024-07-28T08:21:28+09:00 badge=E-J name=조연구원 auth=badge door=lobby ACTION=DENIED
2024-07-28T08:21:50+09:00 badge=E-H name=신인턴 auth=badge door=lobby ACTION=ENTER
2024-07-28T08:21:53+09:00 badge=E-G name=오주임 auth=badge door=lobby ACTION=DENIED
2024-07-28T08:21:54+09:00 badge=E-G name=오주임 auth=badge door=office_floor3 ACTION=ENTER
2024-07-28T08:21:59+09:00 badge=E-F name=한과장 auth=badge door=server_room ACTION=EXIT
2024-07-28T08:22:07+09:00 badge=E-C name=박신입 auth=badge door=lounge ACTION=ENTER
2024-07-28T08:22:16+09:00 badge=E-F name=한과장 auth=badge door=parking ACTION=PING
2024-07-28T08:22:38+09:00 badge=E-C name=박신입 auth=badge door=lobby ACTION=DENIED
2024-07-28T08:22:42+09:00 badge=E-J name=조연구원 auth=badge door=server_room ACTION=EXIT
2024-07-28T08:22:49+09:00 badge=E-D name=윤사원 auth=badge door=server_room ACTION=EXIT
2024-07-28T08:22:55+09:00 badge=E-J name=조연구원 auth=badge door=parking ACTION=DENIED
2024-07-28T08:22:59+09:00 badge=E-J name=조연구원 auth=badge door=office_floor3 ACTION=ENTER
2024-07-28T08:23:09+09:00 badge=E-B name=이대리 auth=badge door=office_floor3 ACTION=EXIT
2024-07-28T08:23:36+09:00 badge=E-E name=정대리 auth=badge door=server_room ACTION=ENTER
2024-07-28T08:23:37+09:00 badge=E-B name=이대리 auth=badge door=parking ACTION=ENTER
2024-07-28T08:23:38+09:00 badge=E-I name=배수석 auth=badge door=lab ACTION=ENTER
2024-07-28T08:23:56+09:00 badge=E-H name=신인턴 auth=badge door=lobby ACTION=EXIT
2024-07-28T08:24:10+09:00 badge=E-E name=정대리 auth=badge door=server_room ACTION=DENIED
2024-07-28T08:24:21+09:00 badge=E-F name=한과장 auth=badge door=lounge ACTION=PING
2024-07-28T08:24:22+09:00 badge=E-E name=정대리 auth=badge door=lobby ACTION=DENIED
2024-07-28T08:24:29+09:00 badge=E-G name=오주임 auth=badge door=server_room ACTION=EXIT
2024-07-28T08:24:38+09:00 badge=E-E name=정대리 auth=badge door=lab ACTION=ENTER
2024-07-28T08:24:44+09:00 badge=E-I name=배수석 auth=badge door=lounge ACTION=PING
2024-07-28T08:24:47+09:00 badge=E-J name=조연구원 auth=badge door=server_room ACTION=DENIED
2024-07-28T08:24:59+09:00 badge=E-B name=이대리 auth=badge door=lab ACTION=DENIED
2024-07-28T08:25:11+09:00 badge=E-C name=박신입 auth=badge door=parking ACTION=ENTER
2024-07-28T08:25:25+09:00 badge=E-I name=배수석 auth=badge door=lounge ACTION=PING
2024-07-28T08:25:33+09:00 badge=E-H name=신인턴 auth=badge door=lab ACTION=ENTER
2024-07-28T08:25:49+09:00 badge=E-I name=배수석 auth=badge door=lab ACTION=DENIED
2024-07-28T08:25:50+09:00 badge=E-J name=조연구원 auth=badge door=office_floor3 ACTION=DENIED
2024-07-28T08:26:13+09:00 badge=E-A name=김팀장 auth=badge door=lab ACTION=PING
2024-07-28T08:26:17+09:00 badge=E-H name=신인턴 auth=badge door=lobby ACTION=EXIT
2024-07-28T08:26:28+09:00 badge=E-A name=김팀장 auth=badge door=lounge ACTION=EXIT
2024-07-28T08:26:29+09:00 badge=E-J name=조연구원 auth=badge door=parking ACTION=DENIED
2024-07-28T08:26:34+09:00 badge=E-J name=조연구원 auth=badge door=office_floor3 ACTION=EXIT
2024-07-28T08:26:36+09:00 badge=E-H name=신인턴 auth=badge door=server_room ACTION=DENIED
2024-07-28T08:26:49+09:00 badge=E-A name=김팀장 auth=badge door=lounge ACTION=DENIED
2024-07-28T08:26:50+09:00 badge=E-E name=정대리 auth=badge door=lab ACTION=PING
2024-07-28T08:26:51+09:00 badge=E-J name=조연구원 auth=badge door=server_room ACTION=EXIT
2024-07-28T08:26:59+09:00 badge=E-G name=오주임 auth=badge door=office_floor3 ACTION=DENIED
2024-07-28T08:27:02+09:00 badge=E-G name=오주임 auth=badge door=lobby ACTION=EXIT
2024-07-28T08:27:15+09:00 badge=E-F name=한과장 auth=badge door=server_room ACTION=EXIT
2024-07-28T08:27:19+09:00 badge=E-C name=박신입 auth=badge door=parking ACTION=DENIED
2024-07-28T08:27:24+09:00 badge=E-E name=정대리 auth=badge door=office_floor3 ACTION=ENTER
2024-07-28T08:27:30+09:00 badge=E-E name=정대리 auth=badge door=lobby ACTION=ENTER
2024-07-28T08:27:34+09:00 badge=E-H name=신인턴 auth=badge door=lab ACTION=EXIT
2024-07-28T08:27:50+09:00 badge=E-H name=신인턴 auth=badge door=server_room ACTION=EXIT
2024-07-28T08:28:07+09:00 badge=E-C name=박신입 auth=badge door=server_room ACTION=EXIT
2024-07-28T08:28:10+09:00 badge=E-H name=신인턴 auth=badge door=lab ACTION=EXIT
2024-07-28T08:28:11+09:00 badge=E-E name=정대리 auth=badge door=parking ACTION=PING
2024-07-28T08:28:20+09:00 badge=E-C name=박신입 auth=badge door=office_floor3 ACTION=DENIED
2024-07-28T08:28:25+09:00 badge=E-H name=신인턴 auth=badge door=lounge ACTION=EXIT
2024-07-28T08:28:32+09:00 badge=E-H name=신인턴 auth=badge door=lounge ACTION=DENIED
2024-07-28T08:28:56+09:00 badge=E-I name=배수석 auth=badge door=lab ACTION=DENIED
2024-07-28T08:28:57+09:00 badge=E-H name=신인턴 auth=badge door=server_room ACTION=EXIT
2024-07-28T08:29:03+09:00 badge=E-F name=한과장 auth=badge door=parking ACTION=EXIT
2024-07-28T08:29:26+09:00 badge=E-B name=이대리 auth=badge door=parking ACTION=ENTER
2024-07-28T08:29:31+09:00 badge=E-A name=김팀장 auth=badge door=server_room ACTION=EXIT
2024-07-28T08:29:35+09:00 badge=E-F name=한과장 auth=badge door=lobby ACTION=PING
2024-07-28T08:29:41+09:00 badge=E-B name=이대리 auth=badge door=office_floor3 ACTION=DENIED
2024-07-28T08:29:48+09:00 badge=E-D name=윤사원 auth=badge door=server_room ACTION=DENIED
2024-07-28T08:29:54+09:00 badge=E-C name=박신입 auth=badge door=office_floor3 ACTION=DENIED
2024-07-28T08:30:06+09:00 badge=E-J name=조연구원 auth=badge door=parking ACTION=PING
2024-07-28T08:30:07+09:00 badge=E-G name=오주임 auth=badge door=lounge ACTION=EXIT
2024-07-28T08:30:19+09:00 badge=E-A name=김팀장 auth=badge door=lounge ACTION=DENIED
2024-07-28T08:30:25+09:00 badge=E-F name=한과장 auth=badge door=server_room ACTION=DENIED
2024-07-28T08:30:32+09:00 badge=E-F name=한과장 auth=badge door=server_room ACTION=DENIED
2024-07-28T08:30:35+09:00 badge=E-D name=윤사원 auth=badge door=server_room ACTION=ENTER
2024-07-28T08:30:37+09:00 badge=E-A name=김팀장 auth=badge door=lab ACTION=PING
2024-07-28T08:30:50+09:00 badge=E-A name=김팀장 auth=badge door=parking ACTION=ENTER
2024-07-28T08:30:51+09:00 badge=E-B name=이대리 auth=badge door=lounge ACTION=PING
2024-07-28T08:31:04+09:00 badge=E-A name=김팀장 auth=badge door=lobby ACTION=ENTER
2024-07-28T08:31:11+09:00 badge=E-D name=윤사원 auth=badge door=office_floor3 ACTION=EXIT
2024-07-28T08:31:11+09:00 badge=E-A name=김팀장 auth=badge door=server_room ACTION=ENTER
2024-07-28T08:31:12+09:00 badge=E-E name=정대리 auth=badge door=lobby ACTION=EXIT
2024-07-28T08:31:19+09:00 badge=E-J name=조연구원 auth=badge door=lounge ACTION=EXIT
2024-07-28T08:31:25+09:00 badge=E-E name=정대리 auth=badge door=office_floor3 ACTION=PING
2024-07-28T08:31:40+09:00 badge=E-I name=배수석 auth=badge door=parking ACTION=PING
2024-07-28T08:31:43+09:00 badge=E-C name=박신입 auth=badge door=office_floor3 ACTION=ENTER
2024-07-28T08:31:47+09:00 badge=E-E name=정대리 auth=badge door=parking ACTION=PING
2024-07-28T08:31:51+09:00 badge=E-C name=박신입 auth=badge door=server_room ACTION=EXIT
2024-07-28T08:31:52+09:00 badge=E-C name=박신입 auth=badge door=lab ACTION=EXIT
2024-07-28T08:31:54+09:00 badge=E-A name=김팀장 auth=badge door=lab ACTION=ENTER
2024-07-28T08:32:02+09:00 badge=E-F name=한과장 auth=badge door=parking ACTION=ENTER
2024-07-28T08:32:16+09:00 badge=E-H name=신인턴 auth=badge door=lounge ACTION=PING
2024-07-28T08:32:17+09:00 badge=E-A name=김팀장 auth=badge door=parking ACTION=EXIT
2024-07-28T08:32:23+09:00 badge=E-B name=이대리 auth=badge door=lobby ACTION=DENIED
2024-07-28T08:32:27+09:00 badge=E-E name=정대리 auth=badge door=lounge ACTION=ENTER
2024-07-28T08:32:37+09:00 badge=E-E name=정대리 auth=badge door=parking ACTION=EXIT
2024-07-28T08:32:49+09:00 badge=E-C name=박신입 auth=badge door=server_room ACTION=ENTER
2024-07-28T08:33:00+09:00 badge=E-D name=윤사원 auth=badge door=server_room ACTION=EXIT
2024-07-28T08:33:07+09:00 badge=E-G name=오주임 auth=badge door=server_room ACTION=ENTER
2024-07-28T08:33:25+09:00 badge=E-C name=박신입 auth=badge door=parking ACTION=EXIT
2024-07-28T08:33:32+09:00 badge=E-C name=박신입 auth=badge door=lobby ACTION=PING
2024-07-28T08:33:38+09:00 badge=E-I name=배수석 auth=badge door=office_floor3 ACTION=DENIED
2024-07-28T08:33:40+09:00 badge=E-F name=한과장 auth=badge door=lounge ACTION=ENTER
2024-07-28T08:33:45+09:00 badge=E-C name=박신입 auth=badge door=parking ACTION=PING
2024-07-28T08:34:01+09:00 badge=E-A name=김팀장 auth=badge door=office_floor3 ACTION=PING
2024-07-28T08:34:05+09:00 badge=E-J name=조연구원 auth=badge door=lobby ACTION=EXIT
2024-07-28T08:34:07+09:00 badge=E-A name=김팀장 auth=badge door=parking ACTION=EXIT
2024-07-28T08:34:13+09:00 badge=E-C name=박신입 auth=badge door=lounge ACTION=EXIT
2024-07-28T08:34:27+09:00 badge=E-E name=정대리 auth=badge door=office_floor3 ACTION=DENIED
2024-07-28T08:34:46+09:00 badge=E-J name=조연구원 auth=badge door=server_room ACTION=EXIT
2024-07-28T08:34:49+09:00 badge=E-D name=윤사원 auth=badge door=lounge ACTION=PING
2024-07-28T08:34:51+09:00 badge=E-E name=정대리 auth=badge door=lobby ACTION=EXIT
2024-07-28T08:34:58+09:00 badge=E-C name=박신입 auth=badge door=lab ACTION=PING
2024-07-28T08:35:09+09:00 badge=E-C name=박신입 auth=badge door=office_floor3 ACTION=EXIT
2024-07-28T08:35:11+09:00 badge=E-H name=신인턴 auth=badge door=parking ACTION=EXIT
2024-07-28T08:35:24+09:00 badge=E-B name=이대리 auth=badge door=parking ACTION=EXIT
2024-07-28T08:35:29+09:00 badge=E-A name=김팀장 auth=badge door=server_room ACTION=EXIT
2024-07-28T08:35:29+09:00 badge=E-B name=이대리 auth=badge door=lobby ACTION=ENTER
2024-07-28T08:35:39+09:00 badge=E-D name=윤사원 auth=badge door=parking ACTION=DENIED
2024-07-28T08:35:49+09:00 badge=E-D name=윤사원 auth=badge door=lounge ACTION=EXIT
2024-07-28T08:36:06+09:00 badge=E-E name=정대리 auth=badge door=parking ACTION=DENIED
2024-07-28T08:36:08+09:00 badge=E-C name=박신입 auth=badge door=lobby ACTION=DENIED
2024-07-28T08:36:17+09:00 badge=E-J name=조연구원 auth=badge door=server_room ACTION=EXIT
2024-07-28T08:36:20+09:00 badge=E-F name=한과장 auth=badge door=lounge ACTION=ENTER
2024-07-28T08:36:25+09:00 badge=E-D name=윤사원 auth=badge door=lounge ACTION=ENTER
2024-07-28T08:36:31+09:00 badge=E-C name=박신입 auth=badge door=lab ACTION=PING
2024-07-28T08:36:44+09:00 badge=E-G name=오주임 auth=badge door=server_room ACTION=ENTER
2024-07-28T08:36:59+09:00 badge=E-I name=배수석 auth=badge door=lobby ACTION=PING
2024-07-28T08:37:05+09:00 badge=E-I name=배수석 auth=badge door=lab ACTION=EXIT
2024-07-28T08:37:14+09:00 badge=E-I name=배수석 auth=badge door=office_floor3 ACTION=ENTER
2024-07-28T08:37:22+09:00 badge=E-I name=배수석 auth=badge door=parking ACTION=EXIT
2024-07-28T08:37:27+09:00 badge=E-F name=한과장 auth=badge door=server_room ACTION=EXIT
2024-07-28T08:37:50+09:00 badge=E-J name=조연구원 auth=badge door=lounge ACTION=PING
2024-07-28T08:37:53+09:00 badge=E-H name=신인턴 auth=badge door=lobby ACTION=ENTER
2024-07-28T08:37:57+09:00 badge=E-G name=오주임 auth=badge door=lobby ACTION=PING
2024-07-28T08:38:11+09:00 badge=E-G name=오주임 auth=badge door=lobby ACTION=ENTER
2024-07-28T08:38:27+09:00 badge=E-J name=조연구원 auth=badge door=server_room ACTION=DENIED
2024-07-28T08:38:37+09:00 badge=E-H name=신인턴 auth=badge door=lab ACTION=DENIED
2024-07-28T08:38:41+09:00 badge=E-G name=오주임 auth=badge door=lab ACTION=ENTER
2024-07-28T08:38:42+09:00 badge=E-G name=오주임 auth=badge door=server_room ACTION=ENTER
2024-07-28T08:38:51+09:00 badge=E-G name=오주임 auth=badge door=lab ACTION=ENTER
2024-07-28T08:38:58+09:00 badge=E-C name=박신입 auth=badge door=lobby ACTION=PING
2024-07-28T08:39:22+09:00 badge=E-H name=신인턴 auth=badge door=parking ACTION=EXIT
2024-07-28T08:39:22+09:00 badge=E-E name=정대리 auth=badge door=server_room ACTION=EXIT
2024-07-28T08:39:31+09:00 badge=E-F name=한과장 auth=badge door=parking ACTION=DENIED
2024-07-28T08:39:40+09:00 badge=E-E name=정대리 auth=badge door=lounge ACTION=PING
2024-07-28T08:39:52+09:00 badge=E-D name=윤사원 auth=badge door=office_floor3 ACTION=PING
2024-07-28T08:39:57+09:00 badge=E-D name=윤사원 auth=badge door=server_room ACTION=EXIT
2024-07-28T08:40:15+09:00 badge=E-C name=박신입 auth=badge door=lobby ACTION=DENIED
2024-07-28T08:40:17+09:00 badge=E-A name=김팀장 auth=badge door=parking ACTION=PING
2024-07-28T08:40:24+09:00 badge=E-D name=윤사원 auth=badge door=lab ACTION=ENTER
2024-07-28T08:40:41+09:00 badge=E-D name=윤사원 auth=badge door=office_floor3 ACTION=PING
2024-07-28T08:40:51+09:00 badge=E-D name=윤사원 auth=badge door=parking ACTION=EXIT
2024-07-28T08:41:01+09:00 badge=E-I name=배수석 auth=badge door=office_floor3 ACTION=PING
2024-07-28T08:41:10+09:00 badge=E-J name=조연구원 auth=badge door=server_room ACTION=DENIED
2024-07-28T08:41:21+09:00 badge=E-G name=오주임 auth=badge door=office_floor3 ACTION=PING
2024-07-28T08:41:23+09:00 badge=E-G name=오주임 auth=badge door=server_room ACTION=ENTER
2024-07-28T08:41:38+09:00 badge=E-H name=신인턴 auth=badge door=server_room ACTION=DENIED
2024-07-28T08:41:51+09:00 badge=E-C name=박신입 auth=badge door=lounge ACTION=EXIT
2024-07-28T08:41:52+09:00 badge=E-E name=정대리 auth=badge door=lounge ACTION=DENIED
2024-07-28T08:42:04+09:00 badge=E-H name=신인턴 auth=badge door=lab ACTION=PING
2024-07-28T08:42:29+09:00 badge=E-F name=한과장 auth=badge door=lobby ACTION=PING
2024-07-28T08:42:32+09:00 badge=E-G name=오주임 auth=badge door=lab ACTION=ENTER
2024-07-28T08:42:41+09:00 badge=E-F name=한과장 auth=badge door=lounge ACTION=ENTER
2024-07-28T08:42:49+09:00 badge=E-E name=정대리 auth=badge door=lounge ACTION=DENIED
2024-07-28T08:42:56+09:00 badge=E-H name=신인턴 auth=badge door=lab ACTION=EXIT
2024-07-28T08:43:01+09:00 badge=E-C name=박신입 auth=badge door=server_room ACTION=ENTER
2024-07-28T08:43:02+09:00 badge=E-D name=윤사원 auth=badge door=lobby ACTION=ENTER
2024-07-28T08:43:27+09:00 badge=E-H name=신인턴 auth=badge door=lounge ACTION=DENIED
2024-07-28T08:43:36+09:00 badge=E-J name=조연구원 auth=badge door=parking ACTION=EXIT
2024-07-28T08:43:39+09:00 badge=E-G name=오주임 auth=badge door=office_floor3 ACTION=ENTER
2024-07-28T08:43:49+09:00 badge=E-A name=김팀장 auth=badge door=server_room ACTION=DENIED
2024-07-28T08:43:54+09:00 badge=E-D name=윤사원 auth=badge door=lab ACTION=ENTER
2024-07-28T08:44:04+09:00 badge=E-E name=정대리 auth=badge door=lounge ACTION=EXIT
2024-07-28T08:44:08+09:00 badge=E-C name=박신입 auth=badge door=lab ACTION=EXIT
2024-07-28T08:44:28+09:00 badge=E-A name=김팀장 auth=badge door=lounge ACTION=DENIED
2024-07-28T08:44:29+09:00 badge=E-I name=배수석 auth=badge door=server_room ACTION=ENTER
2024-07-28T08:44:38+09:00 badge=E-F name=한과장 auth=badge door=office_floor3 ACTION=PING
2024-07-28T08:44:40+09:00 badge=E-G name=오주임 auth=badge door=parking ACTION=EXIT
2024-07-28T08:44:57+09:00 badge=E-B name=이대리 auth=badge door=lounge ACTION=EXIT
2024-07-28T08:45:09+09:00 badge=E-E name=정대리 auth=badge door=server_room ACTION=ENTER
2024-07-28T08:45:14+09:00 badge=E-F name=한과장 auth=badge door=server_room ACTION=ENTER
2024-07-28T08:45:16+09:00 badge=E-C name=박신입 auth=badge door=lounge ACTION=DENIED
2024-07-28T08:45:29+09:00 badge=E-I name=배수석 auth=badge door=lobby ACTION=EXIT
2024-07-28T08:45:44+09:00 badge=E-H name=신인턴 auth=badge door=lobby ACTION=DENIED
2024-07-28T08:45:45+09:00 badge=E-D name=윤사원 auth=badge door=lobby ACTION=DENIED
2024-07-28T08:45:58+09:00 badge=E-C name=박신입 auth=badge door=lobby ACTION=ENTER
2024-07-28T08:46:10+09:00 badge=E-E name=정대리 auth=badge door=lounge ACTION=ENTER
2024-07-28T08:46:25+09:00 badge=E-H name=신인턴 auth=badge door=lounge ACTION=ENTER
2024-07-28T08:46:29+09:00 badge=E-E name=정대리 auth=badge door=lab ACTION=ENTER
2024-07-28T08:46:35+09:00 badge=E-H name=신인턴 auth=badge door=parking ACTION=ENTER
2024-07-28T08:46:41+09:00 badge=E-E name=정대리 auth=badge door=office_floor3 ACTION=EXIT
2024-07-28T08:46:46+09:00 badge=E-F name=한과장 auth=badge door=parking ACTION=EXIT
2024-07-28T08:46:52+09:00 badge=E-H name=신인턴 auth=badge door=parking ACTION=ENTER
2024-07-28T08:46:56+09:00 badge=E-G name=오주임 auth=badge door=server_room ACTION=ENTER
2024-07-28T08:47:04+09:00 badge=E-C name=박신입 auth=badge door=server_room ACTION=DENIED
2024-07-28T08:47:05+09:00 badge=E-H name=신인턴 auth=badge door=server_room ACTION=EXIT
2024-07-28T08:47:13+09:00 badge=E-C name=박신입 auth=badge door=server_room ACTION=DENIED
2024-07-28T08:47:23+09:00 badge=E-J name=조연구원 auth=badge door=parking ACTION=PING
2024-07-28T08:47:38+09:00 badge=E-E name=정대리 auth=badge door=lab ACTION=DENIED
2024-07-28T08:47:45+09:00 badge=E-I name=배수석 auth=badge door=server_room ACTION=EXIT
2024-07-28T08:47:45+09:00 badge=E-B name=이대리 auth=badge door=lab ACTION=EXIT
2024-07-28T08:48:04+09:00 badge=E-F name=한과장 auth=badge door=lab ACTION=ENTER
2024-07-28T08:48:12+09:00 badge=E-F name=한과장 auth=badge door=lab ACTION=PING
2024-07-28T08:48:14+09:00 badge=E-H name=신인턴 auth=badge door=server_room ACTION=ENTER
2024-07-28T08:48:18+09:00 badge=E-B name=이대리 auth=badge door=lab ACTION=PING
2024-07-28T08:48:25+09:00 badge=E-I name=배수석 auth=badge door=lab ACTION=DENIED
2024-07-28T08:48:30+09:00 badge=E-H name=신인턴 auth=badge door=lounge ACTION=DENIED
2024-07-28T08:48:30+09:00 badge=E-E name=정대리 auth=badge door=lounge ACTION=PING
2024-07-28T08:48:38+09:00 badge=E-I name=배수석 auth=badge door=lounge ACTION=EXIT
2024-07-28T08:48:47+09:00 badge=E-I name=배수석 auth=badge door=lobby ACTION=DENIED
2024-07-28T08:49:04+09:00 badge=E-G name=오주임 auth=badge door=lounge ACTION=PING
2024-07-28T08:49:08+09:00 badge=E-F name=한과장 auth=badge door=lobby ACTION=ENTER
2024-07-28T08:49:17+09:00 badge=E-F name=한과장 auth=badge door=lab ACTION=EXIT
2024-07-28T08:49:18+09:00 badge=E-G name=오주임 auth=badge door=parking ACTION=EXIT
2024-07-28T08:49:52+09:00 badge=E-E name=정대리 auth=badge door=server_room ACTION=DENIED
2024-07-28T08:50:00+09:00 badge=E-F name=한과장 auth=badge door=parking ACTION=ENTER
2024-07-28T08:50:02+09:00 badge=E-F name=한과장 auth=badge door=lobby ACTION=PING
2024-07-28T08:50:08+09:00 badge=E-F name=한과장 auth=badge door=lobby ACTION=EXIT
2024-07-28T08:50:13+09:00 badge=E-H name=신인턴 auth=badge door=lab ACTION=EXIT
2024-07-28T08:50:15+09:00 badge=E-G name=오주임 auth=badge door=parking ACTION=PING
2024-07-28T08:50:18+09:00 badge=E-B name=이대리 auth=badge door=office_floor3 ACTION=ENTER
2024-07-28T08:50:30+09:00 badge=E-D name=윤사원 auth=badge door=lab ACTION=EXIT
2024-07-28T08:50:48+09:00 badge=E-C name=박신입 auth=badge door=lobby ACTION=EXIT
2024-07-28T08:50:55+09:00 badge=E-D name=윤사원 auth=badge door=lab ACTION=PING
2024-07-28T08:51:05+09:00 badge=E-J name=조연구원 auth=badge door=server_room ACTION=DENIED
2024-07-28T08:51:06+09:00 badge=E-G name=오주임 auth=badge door=server_room ACTION=ENTER
2024-07-28T08:51:27+09:00 badge=E-B name=이대리 auth=badge door=lounge ACTION=PING
2024-07-28T08:51:31+09:00 badge=E-F name=한과장 auth=badge door=parking ACTION=PING
2024-07-28T08:51:50+09:00 badge=E-A name=김팀장 auth=badge door=parking ACTION=PING
2024-07-28T08:51:56+09:00 badge=E-C name=박신입 auth=badge door=lobby ACTION=ENTER
2024-07-28T08:52:07+09:00 badge=E-D name=윤사원 auth=badge door=parking ACTION=PING
2024-07-28T08:52:13+09:00 badge=E-C name=박신입 auth=badge door=server_room ACTION=DENIED
2024-07-28T08:52:31+09:00 badge=E-C name=박신입 auth=badge door=parking ACTION=PING
2024-07-28T08:52:31+09:00 badge=E-H name=신인턴 auth=badge door=lab ACTION=ENTER
2024-07-28T08:52:36+09:00 badge=E-C name=박신입 auth=badge door=parking ACTION=ENTER
2024-07-28T08:52:39+09:00 badge=E-D name=윤사원 auth=badge door=server_room ACTION=DENIED
2024-07-28T08:52:44+09:00 badge=E-F name=한과장 auth=badge door=parking ACTION=EXIT
2024-07-28T08:53:10+09:00 badge=E-G name=오주임 auth=badge door=office_floor3 ACTION=PING
2024-07-28T08:53:19+09:00 badge=E-C name=박신입 auth=badge door=lobby ACTION=DENIED
2024-07-28T08:53:27+09:00 badge=E-A name=김팀장 auth=badge door=office_floor3 ACTION=ENTER
2024-07-28T08:53:46+09:00 badge=E-H name=신인턴 auth=badge door=server_room ACTION=ENTER
2024-07-28T08:53:56+09:00 badge=E-E name=정대리 auth=badge door=lab ACTION=ENTER
2024-07-28T08:54:00+09:00 badge=E-C name=박신입 auth=badge door=lounge ACTION=ENTER
2024-07-28T08:54:19+09:00 badge=E-H name=신인턴 auth=badge door=lobby ACTION=PING
2024-07-28T08:54:25+09:00 badge=E-H name=신인턴 auth=badge door=lab ACTION=ENTER
2024-07-28T08:54:30+09:00 badge=E-G name=오주임 auth=badge door=server_room ACTION=ENTER
2024-07-28T08:54:39+09:00 badge=E-A name=김팀장 auth=badge door=server_room ACTION=DENIED
2024-07-28T08:54:40+09:00 badge=E-B name=이대리 auth=badge door=lounge ACTION=EXIT
2024-07-28T08:54:56+09:00 badge=E-J name=조연구원 auth=badge door=lobby ACTION=DENIED
2024-07-28T08:54:58+09:00 badge=E-C name=박신입 auth=badge door=server_room ACTION=ENTER
2024-07-28T08:55:25+09:00 badge=E-J name=조연구원 auth=badge door=lobby ACTION=PING
2024-07-28T08:55:28+09:00 badge=E-A name=김팀장 auth=badge door=lobby ACTION=PING
2024-07-28T08:55:34+09:00 badge=E-D name=윤사원 auth=badge door=lobby ACTION=PING
2024-07-28T08:55:56+09:00 badge=E-F name=한과장 auth=badge door=lobby ACTION=DENIED
2024-07-28T08:56:01+09:00 badge=E-I name=배수석 auth=badge door=lounge ACTION=ENTER
2024-07-28T08:56:02+09:00 badge=E-D name=윤사원 auth=badge door=lounge ACTION=ENTER
2024-07-28T08:56:13+09:00 badge=E-A name=김팀장 auth=badge door=server_room ACTION=EXIT
2024-07-28T08:56:14+09:00 badge=E-E name=정대리 auth=badge door=lab ACTION=EXIT
2024-07-28T08:56:18+09:00 badge=E-I name=배수석 auth=badge door=office_floor3 ACTION=ENTER
2024-07-28T08:56:26+09:00 badge=E-F name=한과장 auth=badge door=lab ACTION=ENTER
2024-07-28T08:56:29+09:00 badge=E-B name=이대리 auth=badge door=server_room ACTION=EXIT
2024-07-28T08:56:39+09:00 badge=E-B name=이대리 auth=badge door=lobby ACTION=DENIED
2024-07-28T08:56:43+09:00 badge=E-I name=배수석 auth=badge door=lab ACTION=EXIT
2024-07-28T08:56:46+09:00 badge=E-I name=배수석 auth=badge door=lobby ACTION=PING
2024-07-28T08:56:48+09:00 badge=E-H name=신인턴 auth=badge door=parking ACTION=ENTER
2024-07-28T08:57:19+09:00 badge=E-C name=박신입 auth=badge door=office_floor3 ACTION=PING
