datetime,holder,employee_id,merchant,amount_krw,note
2024-06-30 03:11:00,박신입,E-C,문구점,9443,일반
2024-06-30 17:44:00,박신입,E-C,강남역 룸살롱,62238,일반
2024-07-01 06:32:00,박신입,E-C,배달앱,41003,일반
2024-07-01 07:56:00,정대리,E-E,배달앱,9069,일반
2024-07-01 17:29:00,신인턴,E-H,구내식당,36412,일반
2024-07-01 23:05:00,이대리,E-B,마라탕집,6064,일반
2024-07-02 07:49:00,윤사원,E-D,구내식당,22728,일반
2024-07-02 16:33:00,한과장,E-F,강남역 룸살롱,68128,일반
2024-07-03 02:49:00,윤사원,E-D,카페,4380,일반
2024-07-03 08:51:00,김팀장,E-A,구내식당,80876,일반
2024-07-03 22:33:00,정대리,E-E,택시,54054,일반
2024-07-04 05:11:00,오주임,E-G,구내식당,67094,일반
2024-07-04 11:28:00,한과장,E-F,문구점,27490,일반
2024-07-04 14:41:00,윤사원,E-D,마라탕집,4116,일반
2024-07-04 22:30:00,조연구원,E-J,문구점,28232,일반
2024-07-05 11:49:00,신인턴,E-H,카페,79657,일반
2024-07-05 23:16:00,조연구원,E-J,택시,23636,일반
2024-07-06 02:11:00,한과장,E-F,카페,78246,일반
2024-07-06 14:48:00,한과장,E-F,마라탕집,13351,일반
2024-07-07 03:39:00,신인턴,E-H,구내식당,69651,일반
2024-07-07 13:01:00,정대리,E-E,강남역 룸살롱,17778,일반
2024-07-07 22:33:00,박신입,E-C,마라탕집,37955,일반
2024-07-08 09:24:00,김팀장,E-A,문구점,14040,일반
2024-07-08 21:35:00,한과장,E-F,문구점,66406,일반
2024-07-09 00:54:00,오주임,E-G,택시,31056,일반
2024-07-09 02:42:00,윤사원,E-D,문구점,47496,일반
2024-07-09 12:26:00,정대리,E-E,구내식당,79937,일반
2024-07-10 00:13:00,정대리,E-E,택시,8486,일반
2024-07-10 09:49:00,정대리,E-E,택시,60089,일반
2024-07-11 00:15:00,오주임,E-G,문구점,67621,일반
2024-07-11 14:58:00,김팀장,E-A,전자상가,43579,일반
2024-07-12 02:28:00,이대리,E-B,마라탕집,18443,일반
2024-07-12 07:16:00,김팀장,E-A,마라탕집,81149,일반
2024-07-12 13:46:00,김팀장,E-A,배달앱,19219,일반
2024-07-12 17:47:00,배수석,E-I,구내식당,23271,일반
2024-07-13 05:28:00,배수석,E-I,배달앱,72608,일반
2024-07-13 11:38:00,신인턴,E-H,카페,37983,일반
2024-07-13 16:39:00,오주임,E-G,전자상가,28119,일반
2024-07-13 23:36:00,이대리,E-B,배달앱,13518,일반
2024-07-14 07:43:00,이대리,E-B,강남역 룸살롱,69762,일반
2024-07-14 10:52:00,이대리,E-B,택시,18717,일반
2024-07-14 19:01:00,윤사원,E-D,마라탕집,12210,일반
2024-07-14 23:09:00,배수석,E-I,구내식당,5785,일반
2024-07-15 00:57:00,이대리,E-B,전자상가,82682,일반
2024-07-15 06:56:00,김팀장,E-A,강남역 룸살롱,65096,일반
2024-07-15 12:35:00,한과장,E-F,구내식당,31557,일반
2024-07-15 16:51:00,오주임,E-G,배달앱,6815,일반
2024-07-15 23:20:00,신인턴,E-H,택시,54517,일반
2024-07-16 10:37:00,이대리,E-B,문구점,10887,일반
2024-07-16 13:48:00,오주임,E-G,전자상가,58620,일반
2024-07-17 02:59:00,김팀장,E-A,문구점,69813,일반
2024-07-17 17:17:00,오주임,E-G,편의점,76063,일반
2024-07-17 18:26:00,배수석,E-I,강남역 룸살롱,22502,일반
2024-07-18 07:39:00,조연구원,E-J,강남역 룸살롱,73666,일반
2024-07-18 20:57:00,윤사원,E-D,배달앱,64527,일반
2024-07-19 11:05:00,이대리,E-B,편의점,70029,일반
2024-07-19 15:45:00,이대리,E-B,강남역 룸살롱,47992,일반
2024-07-19 18:29:00,신인턴,E-H,전자상가,34573,일반
2024-07-19 20:08:00,신인턴,E-H,카페,5359,일반
2024-07-20 01:40:00,오주임,E-G,강남역 룸살롱,15856,일반
2024-07-20 10:49:00,김팀장,E-A,문구점,12287,일반
2024-07-20 14:37:00,조연구원,E-J,카페,46284,일반
2024-07-20 16:03:00,조연구원,E-J,강남역 룸살롱,34123,일반
2024-07-20 19:07:00,정대리,E-E,문구점,50883,일반
2024-07-21 06:47:00,오주임,E-G,강남역 룸살롱,58306,일반
2024-07-21 10:52:00,정대리,E-E,마라탕집,75713,일반
2024-07-22 01:23:00,김팀장,E-A,문구점,13251,일반
2024-07-22 14:29:00,한과장,E-F,편의점,57938,일반
2024-07-23 02:55:00,조연구원,E-J,전자상가,44113,일반
2024-07-23 07:34:00,박신입,E-C,편의점,73163,일반
2024-07-23 10:28:00,이대리,E-B,카페,40719,일반
2024-07-24 00:53:00,정대리,E-E,강남역 룸살롱,75833,일반
2024-07-24 02:21:00,배수석,E-I,강남역 룸살롱,81594,일반
2024-07-24 12:24:00,신인턴,E-H,구내식당,63868,일반
2024-07-24 20:39:00,김팀장,E-A,강남역 룸살롱,34150,일반
2024-07-25 06:49:00,박신입,E-C,카페,72005,일반
2024-07-25 09:56:00,김팀장,E-A,카페,18402,일반
2024-07-26 00:18:00,박신입,E-C,택시,38285,일반
2024-07-26 12:10:00,배수석,E-I,문구점,19004,일반
2024-07-26 20:55:00,이대리,E-B,택시,19405,일반
2024-07-27 11:05:00,한과장,E-F,배달앱,14862,일반
2024-07-27 19:33:00,조연구원,E-J,편의점,70488,일반
2024-07-28 01:35:00,오주임,E-G,문구점,17326,일반
2024-07-28 12:04:00,신인턴,E-H,택시,20099,일반
2024-07-28 13:17:00,오주임,E-G,구내식당,65856,일반
2024-07-28 16:10:00,정대리,E-E,강남역 룸살롱,62490,일반
2024-07-28 18:03:00,윤사원,E-D,배달앱,72385,일반
2024-07-29 23:30:00,김팀장,E-A,강남역 룸살롱,850000,심야 접대 결제 evidence_id: ev_card_03
2024-07-29 06:19:00,오주임,E-G,배달앱,59866,일반
2024-07-29 17:32:00,이대리,E-B,문구점,18772,일반
2024-07-30 05:45:00,이대리,E-B,카페,83896,일반
2024-07-30 16:35:00,윤사원,E-D,카페,26266,일반
2024-07-31 04:49:00,조연구원,E-J,문구점,67516,일반
2024-07-31 18:31:00,배수석,E-I,구내식당,8383,일반
2024-07-31 19:53:00,김팀장,E-A,마라탕집,60353,일반
2024-07-31 22:16:00,오주임,E-G,마라탕집,30541,일반
2024-05-21 12:00:00,오주임,E-G,강남역 룸살롱,71970,일반
2024-05-21 23:03:00,이대리,E-B,구내식당,78862,일반
2024-05-22 10:57:00,조연구원,E-J,배달앱,29897,일반
2024-05-22 16:31:00,박신입,E-C,구내식당,39324,일반
2024-05-22 22:31:00,한과장,E-F,배달앱,30659,일반
2024-05-23 02:18:00,오주임,E-G,마라탕집,29017,일반
2024-05-23 03:40:00,오주임,E-G,카페,49744,일반
2024-05-23 16:17:00,신인턴,E-H,카페,20001,일반
2024-05-24 07:16:00,윤사원,E-D,배달앱,6183,일반
2024-05-24 18:05:00,이대리,E-B,문구점,43740,일반
2024-05-24 21:47:00,배수석,E-I,강남역 룸살롱,35876,일반
2024-05-25 04:39:00,배수석,E-I,택시,15239,일반
2024-05-25 16:27:00,오주임,E-G,구내식당,40850,일반
2024-05-26 02:51:00,김팀장,E-A,편의점,27594,일반
2024-05-26 06:51:00,신인턴,E-H,배달앱,25448,일반
2024-05-26 14:38:00,박신입,E-C,카페,69231,일반
2024-05-26 23:00:00,김팀장,E-A,문구점,49921,일반
2024-05-27 03:50:00,박신입,E-C,강남역 룸살롱,21416,일반
2024-05-27 18:42:00,정대리,E-E,강남역 룸살롱,51622,일반
2024-05-28 08:25:00,배수석,E-I,구내식당,21289,일반
2024-05-28 20:45:00,신인턴,E-H,마라탕집,84740,일반
2024-05-29 07:29:00,배수석,E-I,전자상가,70193,일반
2024-05-29 17:41:00,조연구원,E-J,배달앱,23295,일반
2024-05-29 23:47:00,김팀장,E-A,강남역 룸살롱,81383,일반
2024-05-30 07:14:00,정대리,E-E,편의점,63850,일반
2024-05-30 10:48:00,배수석,E-I,전자상가,51413,일반
2024-05-30 13:47:00,배수석,E-I,전자상가,45892,일반
2024-05-30 18:25:00,정대리,E-E,전자상가,29605,일반
2024-05-30 23:47:00,박신입,E-C,택시,71799,일반
2024-05-31 12:10:00,박신입,E-C,편의점,41412,일반
2024-05-31 20:05:00,이대리,E-B,편의점,13483,일반
2024-05-31 21:51:00,한과장,E-F,전자상가,80954,일반
2024-06-01 10:20:00,조연구원,E-J,문구점,27215,일반
2024-06-01 14:18:00,윤사원,E-D,문구점,16670,일반
2024-06-01 18:27:00,정대리,E-E,카페,57244,일반
2024-06-02 07:25:00,박신입,E-C,강남역 룸살롱,83575,일반
2024-06-02 19:59:00,조연구원,E-J,택시,52264,일반
2024-06-03 02:06:00,조연구원,E-J,전자상가,57054,일반
2024-06-03 08:51:00,정대리,E-E,전자상가,56395,일반
2024-06-03 10:05:00,한과장,E-F,마라탕집,53074,일반
2024-06-03 12:44:00,신인턴,E-H,택시,78484,일반
2024-06-04 01:23:00,오주임,E-G,문구점,11431,일반
2024-06-04 10:22:00,오주임,E-G,전자상가,64268,일반
2024-06-04 11:52:00,신인턴,E-H,문구점,79264,일반
2024-06-04 14:03:00,김팀장,E-A,구내식당,27935,일반
2024-06-04 17:26:00,배수석,E-I,마라탕집,52326,일반
2024-06-04 21:56:00,김팀장,E-A,카페,13406,일반
2024-06-05 05:45:00,조연구원,E-J,강남역 룸살롱,65458,일반
2024-06-05 07:21:00,이대리,E-B,카페,60075,일반
2024-06-05 15:05:00,신인턴,E-H,편의점,65126,일반
2024-06-05 19:40:00,박신입,E-C,택시,29883,일반
2024-06-06 04:18:00,신인턴,E-H,편의점,31004,일반
2024-06-06 18:19:00,박신입,E-C,배달앱,12282,일반
2024-06-07 05:41:00,이대리,E-B,택시,31557,일반
2024-06-07 09:08:00,조연구원,E-J,구내식당,15125,일반
2024-06-07 18:39:00,윤사원,E-D,마라탕집,35186,일반
2024-06-08 03:03:00,박신입,E-C,배달앱,42121,일반
2024-06-08 06:06:00,배수석,E-I,마라탕집,9300,일반
2024-06-08 07:17:00,이대리,E-B,편의점,22892,일반
2024-06-08 18:36:00,이대리,E-B,마라탕집,40289,일반
2024-06-09 00:17:00,신인턴,E-H,마라탕집,71240,일반
2024-06-09 09:27:00,정대리,E-E,강남역 룸살롱,81670,일반
2024-06-09 13:35:00,윤사원,E-D,편의점,61633,일반
2024-06-10 00:51:00,배수석,E-I,문구점,69153,일반
2024-06-10 09:37:00,정대리,E-E,편의점,52127,일반
2024-06-10 13:28:00,김팀장,E-A,택시,15630,일반
2024-06-10 18:57:00,한과장,E-F,문구점,70807,일반
2024-06-11 07:30:00,김팀장,E-A,마라탕집,14173,일반
2024-06-11 15:49:00,신인턴,E-H,택시,70429,일반
2024-06-11 20:36:00,오주임,E-G,마라탕집,84866,일반
2024-06-12 02:07:00,이대리,E-B,강남역 룸살롱,30427,일반
2024-06-12 07:24:00,조연구원,E-J,강남역 룸살롱,49297,일반
2024-06-12 15:20:00,정대리,E-E,배달앱,23250,일반
2024-06-12 21:43:00,윤사원,E-D,마라탕집,44414,일반
2024-06-13 09:28:00,한과장,E-F,전자상가,54230,일반
2024-06-13 11:22:00,한과장,E-F,카페,27837,일반
2024-06-13 15:55:00,조연구원,E-J,카페,44939,일반
2024-06-13 18:21:00,조연구원,E-J,편의점,32824,일반
2024-06-14 07:01:00,김팀장,E-A,마라탕집,74097,일반
2024-06-14 11:07:00,박신입,E-C,카페,71793,일반
2024-06-14 17:09:00,윤사원,E-D,문구점,14234,일반
2024-06-14 22:06:00,한과장,E-F,구내식당,68500,일반
2024-06-15 10:08:00,오주임,E-G,배달앱,14348,일반
2024-06-15 16:13:00,한과장,E-F,카페,50868,일반
2024-06-16 06:06:00,배수석,E-I,마라탕집,26833,일반
2024-06-16 09:01:00,신인턴,E-H,구내식당,4946,일반
2024-06-16 18:31:00,배수석,E-I,편의점,28449,일반
2024-06-17 06:42:00,조연구원,E-J,편의점,15313,일반
2024-06-17 20:49:00,이대리,E-B,강남역 룸살롱,26416,일반
2024-06-18 08:39:00,신인턴,E-H,강남역 룸살롱,42830,일반
2024-06-18 10:02:00,배수석,E-I,카페,67488,일반
2024-06-18 14:19:00,한과장,E-F,강남역 룸살롱,53391,일반
2024-06-18 21:04:00,조연구원,E-J,강남역 룸살롱,79529,일반
2024-06-19 06:51:00,조연구원,E-J,카페,10592,일반
2024-06-19 16:13:00,배수석,E-I,카페,38147,일반
2024-06-20 05:33:00,한과장,E-F,구내식당,27698,일반
2024-06-20 16:39:00,오주임,E-G,택시,8809,일반
2024-06-21 01:25:00,윤사원,E-D,택시,48378,일반
2024-06-21 12:12:00,조연구원,E-J,강남역 룸살롱,45412,일반
2024-06-21 21:10:00,한과장,E-F,편의점,20343,일반
2024-06-22 12:06:00,박신입,E-C,전자상가,29537,일반
2024-06-22 20:32:00,조연구원,E-J,강남역 룸살롱,43630,일반
2024-06-23 05:41:00,배수석,E-I,카페,37172,일반
2024-06-23 19:46:00,김팀장,E-A,문구점,20187,일반
2024-06-23 21:28:00,신인턴,E-H,편의점,8123,일반
2024-06-24 00:15:00,한과장,E-F,마라탕집,32053,일반
2024-06-24 04:52:00,이대리,E-B,강남역 룸살롱,8404,일반
2024-06-24 16:41:00,신인턴,E-H,전자상가,68218,일반
2024-06-25 00:22:00,정대리,E-E,문구점,84347,일반
2024-06-25 05:04:00,박신입,E-C,카페,78573,일반
2024-06-25 18:16:00,윤사원,E-D,구내식당,68481,일반
2024-06-26 08:35:00,박신입,E-C,택시,22525,일반
2024-06-26 18:13:00,윤사원,E-D,편의점,8136,일반
2024-06-26 23:49:00,배수석,E-I,강남역 룸살롱,9915,일반
2024-06-27 07:25:00,정대리,E-E,문구점,7858,일반
2024-06-27 14:37:00,신인턴,E-H,카페,13143,일반
2024-06-28 01:50:00,오주임,E-G,마라탕집,18406,일반
2024-06-28 14:13:00,조연구원,E-J,카페,76706,일반
2024-06-28 17:24:00,정대리,E-E,마라탕집,35190,일반
2024-06-29 02:34:00,한과장,E-F,마라탕집,81629,일반
2024-06-29 10:40:00,오주임,E-G,편의점,62438,일반
2024-06-29 17:03:00,정대리,E-E,편의점,34774,일반
2024-06-29 21:05:00,배수석,E-I,편의점,51374,일반
2024-06-30 08:09:00,이대리,E-B,택시,7046,일반
2024-06-30 09:14:00,김팀장,E-A,전자상가,75335,일반
2024-06-30 20:51:00,조연구원,E-J,편의점,17112,일반
2024-07-01 11:42:00,정대리,E-E,문구점,31876,일반
2024-07-01 17:30:00,박신입,E-C,문구점,78439,일반
2024-07-02 04:47:00,이대리,E-B,전자상가,53743,일반
2024-07-02 06:59:00,한과장,E-F,문구점,53369,일반
2024-07-02 14:11:00,조연구원,E-J,구내식당,60820,일반
2024-07-02 19:03:00,배수석,E-I,배달앱,47083,일반
2024-07-03 02:23:00,오주임,E-G,편의점,76954,일반
2024-07-03 05:16:00,이대리,E-B,카페,82523,일반
2024-07-03 10:57:00,조연구원,E-J,구내식당,41823,일반
2024-07-03 22:59:00,이대리,E-B,카페,65763,일반
2024-07-04 02:54:00,정대리,E-E,편의점,83397,일반
2024-07-04 17:43:00,신인턴,E-H,전자상가,6890,일반
2024-07-04 21:15:00,배수석,E-I,배달앱,28956,일반
2024-07-05 01:50:00,이대리,E-B,배달앱,37334,일반
2024-07-05 08:09:00,조연구원,E-J,강남역 룸살롱,49396,일반
2024-07-05 15:20:00,신인턴,E-H,전자상가,60740,일반
2024-07-05 23:48:00,신인턴,E-H,강남역 룸살롱,28761,일반
2024-07-06 02:52:00,배수석,E-I,마라탕집,62353,일반
2024-07-06 07:05:00,신인턴,E-H,카페,52777,일반
2024-07-06 14:02:00,오주임,E-G,강남역 룸살롱,29241,일반
2024-07-06 22:12:00,김팀장,E-A,구내식당,40871,일반
2024-07-07 04:16:00,오주임,E-G,전자상가,49726,일반
2024-07-07 18:55:00,이대리,E-B,전자상가,12086,일반
2024-07-08 03:38:00,배수석,E-I,카페,60630,일반
2024-07-08 07:52:00,한과장,E-F,구내식당,27571,일반
2024-07-08 10:11:00,박신입,E-C,편의점,66490,일반
2024-07-08 13:16:00,조연구원,E-J,강남역 룸살롱,81433,일반
2024-07-09 03:49:00,박신입,E-C,택시,61011,일반
2024-07-09 06:58:00,정대리,E-E,카페,69957,일반
2024-07-09 10:10:00,정대리,E-E,문구점,21675,일반
2024-07-09 20:53:00,김팀장,E-A,배달앱,18823,일반
2024-07-10 00:02:00,윤사원,E-D,구내식당,23592,일반
2024-07-10 13:23:00,윤사원,E-D,구내식당,3494,일반
2024-07-11 02:53:00,박신입,E-C,택시,22306,일반
2024-07-11 08:47:00,배수석,E-I,문구점,38272,일반
2024-07-11 14:04:00,김팀장,E-A,전자상가,16308,일반
2024-07-11 18:46:00,신인턴,E-H,문구점,74302,일반
2024-07-12 04:14:00,김팀장,E-A,전자상가,47258,일반
2024-07-12 10:04:00,배수석,E-I,구내식당,8953,일반
2024-07-12 16:33:00,박신입,E-C,전자상가,23110,일반
2024-07-13 07:09:00,정대리,E-E,문구점,83720,일반
2024-07-13 11:12:00,조연구원,E-J,강남역 룸살롱,24201,일반
2024-07-14 00:24:00,윤사원,E-D,카페,14505,일반
2024-07-14 06:37:00,박신입,E-C,강남역 룸살롱,26980,일반
2024-07-14 20:27:00,윤사원,E-D,택시,22933,일반
2024-07-15 09:30:00,이대리,E-B,강남역 룸살롱,57447,일반
2024-07-15 21:36:00,오주임,E-G,카페,54867,일반
2024-07-16 08:54:00,한과장,E-F,마라탕집,10116,일반
2024-07-16 19:26:00,김팀장,E-A,배달앱,71328,일반
2024-07-17 03:34:00,이대리,E-B,편의점,32288,일반
2024-07-17 15:24:00,배수석,E-I,문구점,66737,일반
2024-07-18 03:17:00,김팀장,E-A,문구점,10125,일반
2024-07-18 07:09:00,박신입,E-C,배달앱,37316,일반
2024-07-18 17:21:00,김팀장,E-A,구내식당,33022,일반
2024-07-19 03:03:00,박신입,E-C,전자상가,51251,일반
2024-07-19 07:27:00,윤사원,E-D,편의점,48534,일반
2024-07-19 20:18:00,신인턴,E-H,택시,62761,일반
2024-07-19 21:32:00,배수석,E-I,강남역 룸살롱,47412,일반
2024-07-20 06:00:00,박신입,E-C,마라탕집,3511,일반
2024-07-20 19:13:00,윤사원,E-D,택시,52371,일반
2024-07-21 10:02:00,김팀장,E-A,마라탕집,28409,일반
2024-07-21 16:38:00,조연구원,E-J,구내식당,53183,일반
2024-07-22 01:18:00,김팀장,E-A,카페,31917,일반
2024-07-22 13:24:00,신인턴,E-H,전자상가,8888,일반
2024-07-22 22:30:00,김팀장,E-A,전자상가,35001,일반
2024-07-23 04:38:00,이대리,E-B,마라탕집,26270,일반
2024-07-23 08:14:00,오주임,E-G,전자상가,20299,일반
2024-07-23 11:20:00,이대리,E-B,강남역 룸살롱,57787,일반
2024-07-23 17:07:00,정대리,E-E,배달앱,13957,일반
2024-07-23 21:21:00,정대리,E-E,편의점,71091,일반
2024-07-23 23:31:00,조연구원,E-J,편의점,52293,일반
2024-07-24 13:05:00,오주임,E-G,구내식당,52595,일반
2024-07-24 16:25:00,윤사원,E-D,마라탕집,12368,일반
2024-07-25 06:38:00,배수석,E-I,편의점,71006,일반
2024-07-25 12:10:00,신인턴,E-H,강남역 룸살롱,52781,일반
2024-07-25 21:03:00,신인턴,E-H,배달앱,12653,일반
2024-07-25 23:04:00,조연구원,E-J,구내식당,79749,일반
2024-07-26 03:16:00,박신입,E-C,구내식당,62381,일반
2024-07-26 14:41:00,박신입,E-C,전자상가,66104,일반
2024-07-26 18:46:00,오주임,E-G,전자상가,59344,일반
2024-07-26 22:21:00,한과장,E-F,편의점,56209,일반
2024-07-27 08:25:00,한과장,E-F,강남역 룸살롱,22763,일반
2024-07-27 21:26:00,조연구원,E-J,편의점,5208,일반
2024-07-27 22:41:00,오주임,E-G,마라탕집,64294,일반
2024-07-28 12:01:00,배수석,E-I,구내식당,74079,일반
2024-07-28 16:00:00,신인턴,E-H,택시,31806,일반
2024-07-29 00:29:00,조연구원,E-J,배달앱,83879,일반
2024-07-29 14:16:00,윤사원,E-D,편의점,48439,일반
2024-07-30 00:11:00,조연구원,E-J,택시,56201,일반
2024-07-30 06:41:00,정대리,E-E,강남역 룸살롱,47099,일반
2024-07-30 16:06:00,배수석,E-I,전자상가,73880,일반
2024-07-31 00:50:00,윤사원,E-D,카페,50886,일반
2024-07-31 09:08:00,정대리,E-E,택시,32156,일반
2024-07-31 18:59:00,신인턴,E-H,카페,27870,일반
2024-05-07 12:00:00,정대리,E-E,카페,80796,일반
2024-05-07 16:36:00,조연구원,E-J,편의점,13482,일반
2024-05-08 03:21:00,오주임,E-G,강남역 룸살롱,57831,일반
2024-05-08 07:17:00,이대리,E-B,편의점,34222,일반
2024-05-08 15:40:00,조연구원,E-J,마라탕집,39955,일반
2024-05-09 01:14:00,신인턴,E-H,카페,7417,일반
2024-05-09 08:45:00,조연구원,E-J,배달앱,24981,일반
2024-05-09 13:20:00,정대리,E-E,카페,70156,일반
2024-05-10 02:25:00,배수석,E-I,카페,55048,일반
2024-05-10 14:02:00,한과장,E-F,문구점,79144,일반
2024-05-10 15:05:00,이대리,E-B,구내식당,32537,일반
2024-05-11 01:02:00,김팀장,E-A,편의점,26523,일반
2024-05-11 03:53:00,조연구원,E-J,카페,36700,일반
2024-05-11 15:52:00,정대리,E-E,마라탕집,30382,일반
2024-05-11 19:55:00,박신입,E-C,배달앱,32858,일반
2024-05-12 10:31:00,조연구원,E-J,전자상가,79861,일반
2024-05-12 21:11:00,박신입,E-C,배달앱,42958,일반
2024-05-12 23:09:00,윤사원,E-D,택시,82523,일반
2024-05-13 02:58:00,이대리,E-B,택시,22860,일반
2024-05-13 12:11:00,조연구원,E-J,구내식당,56769,일반
2024-05-14 00:58:00,배수석,E-I,문구점,8152,일반
2024-05-14 02:46:00,한과장,E-F,편의점,45817,일반
2024-05-14 09:59:00,조연구원,E-J,택시,50980,일반
2024-05-14 12:51:00,윤사원,E-D,구내식당,33576,일반
2024-05-14 23:29:00,정대리,E-E,카페,8588,일반
2024-05-15 11:33:00,윤사원,E-D,택시,9564,일반
2024-05-15 16:23:00,정대리,E-E,카페,25247,일반
2024-05-16 01:59:00,조연구원,E-J,전자상가,15401,일반
2024-05-16 11:41:00,박신입,E-C,문구점,32438,일반
2024-05-16 15:04:00,오주임,E-G,전자상가,4985,일반
2024-05-17 03:40:00,정대리,E-E,강남역 룸살롱,41532,일반
2024-05-17 11:24:00,정대리,E-E,전자상가,50275,일반
2024-05-17 19:01:00,조연구원,E-J,구내식당,31057,일반
2024-05-17 23:26:00,한과장,E-F,문구점,44650,일반
2024-05-18 03:33:00,한과장,E-F,배달앱,43238,일반
2024-05-18 07:52:00,신인턴,E-H,배달앱,51567,일반
2024-05-18 15:10:00,윤사원,E-D,카페,65219,일반
2024-05-18 19:22:00,박신입,E-C,마라탕집,10178,일반
2024-05-19 01:16:00,윤사원,E-D,카페,10907,일반
2024-05-19 12:43:00,이대리,E-B,편의점,23144,일반
2024-05-19 15:33:00,신인턴,E-H,구내식당,38477,일반
2024-05-20 04:46:00,신인턴,E-H,마라탕집,48876,일반
2024-05-20 06:45:00,배수석,E-I,문구점,29238,일반
2024-05-20 11:34:00,신인턴,E-H,카페,35828,일반
2024-05-20 14:15:00,신인턴,E-H,문구점,80080,일반
2024-05-20 15:54:00,신인턴,E-H,강남역 룸살롱,24321,일반
2024-05-21 00:20:00,조연구원,E-J,강남역 룸살롱,16047,일반
2024-05-21 09:03:00,이대리,E-B,마라탕집,40635,일반
2024-05-21 12:06:00,신인턴,E-H,문구점,32609,일반
2024-05-21 20:26:00,이대리,E-B,배달앱,65269,일반
2024-05-22 04:58:00,정대리,E-E,카페,50934,일반
2024-05-22 07:00:00,배수석,E-I,편의점,59721,일반
2024-05-22 13:41:00,배수석,E-I,강남역 룸살롱,66320,일반
2024-05-22 23:09:00,이대리,E-B,편의점,77873,일반
2024-05-23 07:05:00,신인턴,E-H,문구점,67478,일반
